#ACoolDataset - List of Active
﻿LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0000047145-0001-1,JOHN/CHRISTI ROBINSON,SOUTHLAND ELECTRICAL CONTRACTORS / SOUTHLAND CONTRACTORS,8039 QUARTZ AVENUE,WINNETKA,91306-1940,8039 QUARTZ 91306-1940,,,,235310,Electrical Contractors (1997 NAICS),3,01/01/1993,,"(34.2162, -118.5644)"
0000047153-0001-5,ECONO COLOR GRAPHICS INC,,20255 PRAIRIE STREET,CHATSWORTH,91311-6025,20255 PRAIRIE 91311-6025,,,,323100,Printing & related support activities,12,12/01/1975,,"(34.2392, -118.5743)"
0000047172-0001-8,ARKADIY BRAVERMAN/EDUARD DAVYDOV,B & D PAWNSHOP,14357 VICTORY BLVD,VAN NUYS,91401-6529,14357 VICTORY 91401-6529,,,,561300,Employment services,6,02/01/1993,,"(34.1866, -118.4455)"
0000047217-0001-7,A TOUCH OF GLASS INC,A TOUCH OF GLASS,22754 VENTURA BLVD,WOODLAND HILLS,91364-1333,22754 VENTURA 91364-1333,7745 ALABAMA AVENUE SUITE #9,CANOGA PARK,91304-6643,444120,Paint & wallpaper stores,3,02/01/1976,,"(34.1664, -118.622)"
0000047249-0001-7,CARPET CONCOURSE INC,,22713 VENTURA BLVD,WOODLAND HILLS,91364-1334,22713 VENTURA 91364-1334,,,,442200,Home furnishings stores,3,11/01/1975,,"(34.1667, -118.6211)"
0000047251-0001-4,E-HOBBY HOUSE.COM,THE HOBBY HOUSE,17721 VANOWEN STREET,RESEDA,91335-5602,17721 VANOWEN 91335-5602,,,,451120,"Hobby, toy, & game stores",3,01/01/1976,,"(34.1938, -118.5192)"
0000047270-0001-7,CRAIG L KERZNER / MOISES PERUCH,EASTCOAST BAGEL CATERERS,24100 ARCHWOOD STREET,WEST HILLS,91307-2901,24100 ARCHWOOD 91307-2901,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",12,12/10/1992,,"(34.1922, -118.6504)"
0000047293-0001-8,PATRICK J CANNON MD FACS AMC,,16101 VENTURA BLVD #300,ENCINO,91436-2514,16101 VENTURA 91436-2514,,,,621111,Offices of physicians (except mental health specialists),5,10/01/1975,,"(34.1563, -118.4836)"
0000047322-0001-6,CLARK J PERRY,CLARK PERRY CONSTRUCTION,23648 BALMORAL LANE,WEST HILLS,91307-1307,23648 BALMORAL 91307-1307,,,,,,3,11/19/1992,,
0000047395-0001-5,ARMANDO ALVAREZ/SAMUEL A TINOCO,BATES PAINTING SERVICE,11107 WYANDOTTE STREET,SUN VALLEY,91352-5059,11107 WYANDOTTE 91352-5059,,,,235210,Painting and Wall Covering Contractors (1997 NAICS),6,11/09/1992,,
0000047407-0001-0,JOHAN SENDJAJA,,20636 BERMUDA STREET,CHATSWORTH,91311-1603,20636 BERMUDA 91311-1603,,,,518210,"Data processing, hosting, & related services",12,08/23/2007,,"(34.2654, -118.5835)"
0000047425-0001-8,NEWMAN/SONS INC,NEWMAN AND SONS,9005 BRADLEY AVENUE,SUN VALLEY,91352-2604,9005 BRADLEY 91352-2604,3713 ALAMO STREET,SIMI VALLEY,93063-2147,444190,Other building materials dealers,6,12/01/1975,,"(34.2324, -118.3788)"
0000047475-0001-6,CAL-WEST DEVELOPERS INC,,17725 VANOWEN STREET,RESEDA,91335-5602,17725 VANOWEN 91335-5602,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",3,01/01/1987,,
0000047519-0001-1,AMA PARTS & SERVICE INC,ESPRESSO PART SOURCE,8101 ORION AVENUE SUITE #4,VAN NUYS,91406-1438,8101 ORION 91406-1438,,,,423400,Professional & commercial equipment & supplies,6,09/10/2003,,"(34.2173, -118.4721)"
0000047525-0001-6,BYRON L CASTRO,BC CONSTRUCTION,10331 VARIEL AVENUE,CHATSWORTH,91311-2353,10331 VARIEL 91311-2353,,,,233310,Manufacturing and Industrial Building Construction (1997 NAICS),12,02/08/2002,,"(34.2581, -118.5929)"
0000047541-0001-5,RUSSELL COHEE INC,RUSSELL CONSTRUCTION CO,7722 JELLICO AVENUE,NORTHRIDGE,91325-4510,7722 JELLICO 91325-4510,,,,233220,Multifamily Housing Construction (1997 NAICS),12,01/01/1991,,"(34.2088, -118.5174)"
0000047542-0001-0,26 OAK PARTNERS LLC,,4940 VAN NUYS BLVD,SHERMAN OAKS,91403-1700,4940 VAN NUYS 91403-1700,23462 PALM DRIVE,CALABASAS,91302-1876,531100,Lessors of real estate (including mini warehouses & self-storage units),4,04/01/2004,,"(34.1601, -118.4487)"
0000047625-0001-4,ANDREW H SUSSMAN,SITI STUDIO ARCHITECTS,3598 WOODHILL CANYON ROAD,STUDIO CITY,91604-3656,3598 WOODHILL CANYON 91604-3656,,,,541310,Architectural services,2,06/01/1990,,"(34.1359, -118.3974)"
0000047625-0002-2,ANDREW H SUSSMAN,,11667 CHANDLER BLVD,NORTH HOLLYWOOD,91601-3026,11667 CHANDLER 91601-3026,3598 WOODHILL CANYON ROAD,STUDIO CITY,91604-3656,531100,Lessors of real estate (including mini warehouses & self-storage units),2,08/15/2012,,"(34.1686, -118.3866)"
0000047680-0001-3,RUBEN R MATEVOSYAN,ARIA GOLD,7126 COSTELLO AVENUE,VAN NUYS,91405-3307,7126 COSTELLO 91405-3307,,,,,,2,11/24/1992,,"(34.2, -118.4378)"
0000047686-0001-1,FRANK  VERDUGO,VERDUGO CONSTRUCTION,9800 CAYUGA AVENUE,ARLETA,91331-4124,9800 CAYUGA 91331-4124,511 S 1ST AVENUE ##444,ARCADIA,91006-3832,233210,Single Family Housing Construction (1997 NAICS),7,11/01/1975,,"(34.248, -118.4107)"
0000047689-0001-4,SKF ENTERPRISES INC,CALIFORNIA CONSTRUCTION,13347 VENTURA BLVD #203,SHERMAN OAKS,91423-4267,13347 VENTURA 91423-4267,12451 ALBERS STREET,VALLEY VILLAGE,91607-1612,233310,Manufacturing and Industrial Building Construction (1997 NAICS),4,07/01/2004,,"(34.1468, -118.4238)"
0000047699-0002-6,MAJID VATANDOUST,LA AC COMPANY,18620 HATTERAS STREET #266,TARZANA,91356-1828,18620 HATTERAS 91356-1828,,,,238290,Other building equipment contractors,3,08/12/2014,,"(34.1771, -118.5384)"
0000047708-0001-9,SERGEY GALADJEV,,11453 VALJEAN AVENUE,GRANADA HILLS,91344-3749,11453 VALJEAN 91344-3749,,,,233210,Single Family Housing Construction (1997 NAICS),12,11/18/2003,,
0000047825-0001-1,SHLOMI RABBYCHIA,ADR CONSTRUCTION,4657 COLDWATER CANYON AVENUE #M,STUDIO CITY,91604-1093,4657 COLDWATER CANYON 91604-1093,,,,,,2,12/02/1992,,"(34.1551, -118.4137)"
0000047834-0001-0,GEORGE NAZARYAN,I STAR SMOG CHECK,12856 SHERMAN WAY,NORTH HOLLYWOOD,91605-5033,12856 SHERMAN 91605-5033,,,,,,2,10/16/2003,,"(34.2012, -118.4129)"
0000047844-0001-3,ROBERT D KILGOUR,,17215 CEREDO PLACE,GRANADA HILLS,91344-1607,17215 CEREDO 91344-1607,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",12,12/01/1992,,"(34.2934, -118.5078)"
0000047896-0001-1,JIM CHAO,GOLDEN WALL,16237 SAN FERNANDO MISSION BLVD,GRANADA HILLS,91344-3725,16237 SAN FERNANDO MISSION 91344-3725,,,,722110,Full-service restaurants,12,12/01/1992,,"(34.2719, -118.4854)"
0000047969-0002-0,WARREN HILL,,14123 SADDLETREE COURT,SYLMAR,91342-1062,14123 SADDLETREE 91342-1062,,,,541920,Photographic services,7,01/01/2014,,"(34.3232, -118.4842)"
0000047986-0001-5,MICHAEL CAMACHO,MICHAEL CAMACHO CONSTRUCTION,16815 VANOWEN STREET #123,VAN NUYS,91406-4572,16815 VANOWEN 91406-4572,6810 SIMPSON AVENUE,NORTH HOLLYWOOD,91605-6114,233310,Manufacturing and Industrial Building Construction (1997 NAICS),6,09/15/2004,,"(34.1939, -118.4992)"
0000047989-0003-5,RAMTIN MASSOUDI MD INC,ALUNA A MEDICAL CORPORATION,16661 VENTURA BLVD #824,ENCINO,91436-4802,16661 VENTURA 91436-4802,,,,621111,Offices of physicians (except mental health specialists),5,08/18/2009,,"(34.1581, -118.4964)"
0000048019-0002-5,SPECTRUM CLUB HOLDING COMPANY,SPECTRUM ATHLETIC CLUBS,22235 SHERMAN WAY,CANOGA PARK,91303-1058,22235 SHERMAN 91303-1058,840 APOLLO STREET SUITE #100,EL SEGUNDO,90245-4641,713900,"Other amusement & recreation services (including golf courses, skiing facilities, marinas, fitness centers, bowling centers, skating rinks, miniature golf courses)",3,11/01/1999,,"(34.201, -118.611)"
0000048030-0001-3,ALPERT BARR & GRANT APLC,,6345 BALBOA BLVD #300,ENCINO,91316-1500,6345 BALBOA 91316-1500,,,,541100,Legal services,6,01/01/1976,,"(34.186, -118.5011)"
0000048059-0001-1,DAVID F KAMIN MD AMC,,18372 CLARK STREET SUITE #204,TARZANA,91356-3554,18372 CLARK 91356-3554,10380 WILSHIRE BLVD #1504,LOS ANGELES,90024-4758,621111,Offices of physicians (except mental health specialists),3,06/01/1974,,"(34.1697, -118.5327)"
0000048262-0001-0,SOE MYAT HTUT / MEE MEE A MYINT,MIYAKO GARDEN,6722 INDEPENDENCE AVENUE #318,CANOGA PARK,91303-2980,6722 INDEPENDENCE 91303-2980,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",3,09/01/2004,,"(34.1917, -118.5905)"
0000048287-0001-0,KOY B ELLIS,NAKACHI,6000 WHITE OAK AVENUE,ENCINO,91316-1123,6000 WHITE OAK 91316-1123,,,,423990,Other miscellaneous durable goods,5,05/01/2004,,"(34.1791, -118.5182)"
0000048411-0001-3,AMERICAN ALLIANCE MANAGEMENT LLC,,8130 REMMET AVENUE,CANOGA PARK,91304-4129,8130 REMMET 91304-4129,16060 VENTURA BLVD SUITE #110-208,ENCINO,91436-2761,561500,Travel arrangement & reservation services,3,10/01/1999,,"(34.2173, -118.6003)"
0000048414-0001-7,EXECUTIVE INFOCORP LLC,,8130 REMMET AVENUE,CANOGA PARK,91304-4129,8130 REMMET 91304-4129,16060 VENTURA BLVD SUITE #110-208,ENCINO,91436-2761,561500,Travel arrangement & reservation services,3,10/01/1999,,"(34.2173, -118.6003)"
0000048422-0001-1,SAN FERNANDO VALLEY VASCULAR GROUP AMC,,18226 VENTURA BLVD #102,TARZANA,91356-4246,18226 VENTURA 91356-4246,18226 VENTURA BLVD SUITE #102,TARZANA,91356-4246,621111,Offices of physicians (except mental health specialists),3,11/01/1975,,"(34.1663, -118.5299)"
0000048484-0001-2,SHEILA KRASNOFF,CANOGA PARK FAMILY LIMITED PARTNERSHIP,19921 WELLS DRIVE,WOODLAND HILLS,91364-4725,19921 WELLS 91364-4725,4728 PARK ENCINO LANE UNIT #117,ENCINO,91436-3270,531100,Lessors of real estate (including mini warehouses & self-storage units),3,11/01/1975,,"(34.1637, -118.5676)"
0000048506-0001-1,ARTINE G SULTIAN,CUSTOM CLEANERS/AEROPOLIS SHOE REPAIR,9349 MELVIN AVENUE #8,NORTHRIDGE,91324-2474,9349 MELVIN 91324-2474,,,,812320,Drycleaning & laundry services (except coin-operated) (including laundry & drycleaning drop-off & pickup sites),12,01/04/1993,,"(34.2398, -118.5601)"
0000048534-0001-2,MORDECAI LLC,,12009 HOFFMAN STREET,STUDIO CITY,91604-2035,12009 HOFFMAN 91604-2035,3638 BERRYMAN AVENUE,LOS ANGELES,90066-3306,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1992,,"(34.1447, -118.3927)"
0000048557-0001-3,MAYOLO ROMERO,ROMEROS GARDENING,15200 TYLER STREET,SYLMAR,91342-3742,15200 TYLER 91342-3742,,,,561730,Landscaping services,7,02/01/1993,,"(34.3011, -118.4642)"
0000048652-0001-9,MATT EARL,TRACKS,5120 ALHAMA DRIVE,WOODLAND HILLS,91364-3236,5120 ALHAMA 91364,,,,314000,Textile product mills,3,03/24/1993,,"(34.1623, -118.5933)"
0000048666-0001-1,INSIGHT MANAGEMENT SYSTEMS INC,,17337 VENTURA BLVD #307,ENCINO,91316-3955,17337 VENTURA 91316-3955,,,,443120,Computer & software stores,5,04/01/1993,,"(34.1609, -118.5104)"
0000048677-0001-9,BARRY LEAVENGOOD,JOB COST SYSTEMS,10855 REMMET AVENUE,CHATSWORTH,91311-1345,10855 REMMET 91311-1345,,,,,,12,06/01/1995,,"(34.2689, -118.6004)"
0000048682-0001-0,COLIN CAMPBELL,,13348 ALBERS STREET,SHERMAN OAKS,91401-5316,13348 ALBERS 91401-5316,13348 ALBERS STREET,SHERMAN OAKS,91401-5316,,,2,06/05/2001,,"(34.1703, -118.4241)"
0000048725-0001-0,KOUROSH R GORDNIA,SYSNET SOLUTIONS,5435 BALBOA BLVD #120,ENCINO,91316-1567,5435 BALBOA 91316-1567,,,,443120,Computer & software stores,5,04/01/1993,,"(34.1692, -118.501)"
0000048841-0001-7,"JACLYN OLIVA, PHD",,14702 OTSEGO STREET,SHERMAN OAKS,91403-1439,14702 OTSEGO 91403-1439,13808 BURBANK BLVD,SHERMAN OAKS,91401-5022,,,2,03/24/1995,,"(34.163, -118.4531)"
0000048890-0001-1,WILLIAM KENT DEVELOPMENT INC,,5510 FULTON AVENUE,SHERMAN OAKS,91401-5332,5510 FULTON 91401-5332,5708 MELVIN AVENUE,TARZANA,91356-1018,233210,Single Family Housing Construction (1997 NAICS),5,04/10/1993,,"(34.1707, -118.4225)"
0000049012-0002-1,PAYWORLD INC,,6487 VALLEY CIRCLE TERRACE,WEST HILLS,91307-2747,6487 VALLEY CIRCLE 91307-2747,,,,541214,Payroll services,3,10/01/1999,,"(34.1875, -118.6558)"
0000049046-0001-1,EDWARD J HOWELL ALC,,15303 VENTURA BLVD #900,SHERMAN OAKS,91403-3199,15303 VENTURA 91403-3199,,,,541100,Legal services,5,04/01/1975,,"(34.1537, -118.4657)"
0000049198-0001-7,A/B STATIONERY INC,,20755 PLUMMER STREET,CHATSWORTH,91311-5003,20755 PLUMMER 91311-5003,20755 PLUMMER STREET,CHATSWORTH,91311-5003,453210,Office supplies & stationery stores,12,11/01/1975,,"(34.2427, -118.586)"
0000049210-0001-0,G & A FIRE PROTECTION CORP,,14617 KESWICK STREET,VAN NUYS,91405-1204,14617 KESWICK 91405-1204,,,,235110,"Plumbing, Heating, and Air-Conditioning Contractors (1997 NAICS)",6,01/01/1992,,"(34.2102, -118.4514)"
0000049243-0001-4,RUBIO PLAZA INC,,16573 VENTURA BLVD #203,ENCINO,91436-2043,16573 VENTURA 91436-2043,16910 ENCINO HILLS DRIVE,ENCINO,91436-4008,531100,Lessors of real estate (including mini warehouses & self-storage units),5,12/01/1975,,"(34.1577, -118.4939)"
0000049252-0001-3,HARPER & HANDLEY INC,JAMES HARPER & ASSOCIATES,10616 TAMARACK AVENUE,PACOIMA,91331-3045,10616 TAMARACK 91331-3045,POST OFFICE BOX #330039,PACOIMA,91333-0039,561110,Office administrative services,7,04/13/1985,,"(34.2623, -118.4225)"
0000049314-0001-6,EDWARD ALLEN/EDDY FELTER,,9346 PASO ROBLES AVENUE,NORTHRIDGE,91325-2529,9346 PASO ROBLES 91325-2529,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),12,06/01/1975,,"(34.2402, -118.5043)"
0000049389-0001-4,DEAN R EDDY,EDDY ELECTRIC,11151 HERSHEY STREET,SUN VALLEY,91352-1217,11151 HERSHEY 91352-1217,,,,235310,Electrical Contractors (1997 NAICS),2,04/26/1993,,"(34.2499, -118.3737)"
0000049391-0001-1,PHIL DE LA VARA,,10855 DE SOTO AVENUE,CHATSWORTH,91311-1547,10855 DE SOTO 91311-1547,,,,,,12,04/26/1993,,"(34.2665, -118.5885)"
0000049412-0001-5,PAG CONSTRUCTION CO /C,,18757 BURBANK BLVD SUITE #120,TARZANA,91356-3345,18757 BURBANK 91356-3345,,,,,,3,04/29/1993,,"(34.1721, -118.5421)"
0000049425-0001-2,KLAUS HOLTHAUS,NORTH AMERICAN RACING WERKS,7355 CANBY AVENUE #9,RESEDA,91335-3011,7355 CANBY 91335-3011,,,,,,3,01/01/1976,,"(34.2039, -118.5347)"
0000049517-0001-6,CHILD DEVELOPMENT MEDIA INC,,5651 MAMMOTH AVENUE,VAN NUYS,91401-4717,5651 MAMMOTH 91401,,,,454111,Electronic shopping,2,01/01/1993,,
0000049530-0001-1,MICHAEL ELYSON DDS,,19642 VENTURA BLVD SUITE #B,TARZANA,91356-7123,19642 VENTURA 91356-7123,,,,621111,Offices of physicians (except mental health specialists),3,01/05/1993,,"(34.1727, -118.5609)"
0000049533-0001-5,JUN KIMOTSUKI,CALIFORNIA BONSAI,9054 BURNET AVENUE,NORTH HILLS,91343-2319,9054 BURNET 91343-2319,5616 FARRALONE AVENUE,WOODLAND HILLS,91367-6232,424930,"Flower, nursery stock, & florists' supplies",7,01/04/1993,,"(34.2346, -118.4632)"
0000049537-0001-3,MICHAEL J BERGER,LAW OFFICES OF MICHAEL J BERGER,16133 VENTURA BLVD #675,ENCINO,91436-2436,16133 VENTURA 91436-2436,,,,541100,Legal services,5,01/02/1993,,"(34.1564, -118.4842)"
0000049539-0001-2,CONTINENTAL IMAGING CENTER INC,CONTINENTAL IMAGING CENTER,7851 ALABAMA AVENUE UNIT #17,CANOGA PARK,91304-6602,7851 ALABAMA 91304-6602,6520 PLATT AVENUE SUITE #826,WEST HILLS,91307-3218,323100,Printing & related support activities,3,01/04/1993,,"(34.2128, -118.5994)"
0000049545-0001-8,HOGS BREATH STUDIO RENTALS INC,HOGS BREATH STUDIO RENTAL,10862 FRUITLAND DRIVE,STUDIO CITY,91604-3508,10862 FRUITLAND 91604-3508,POST OFFICE BOX #720493,NORMAN,73070-4362,532100,Automotive equipment rental & leasing,4,01/01/1993,,"(34.1385, -118.3662)"
0000049557-0001-1,ARA J NAZARIAN,NAZARIAN CARPET CLEANING,12221 LOUISE AVENUE,GRANADA HILLS,91344-1924,12221 LOUISE 91344-1924,,,,561740,Carpet & upholstery cleaning services,12,01/01/1993,,"(34.2929, -118.5161)"
0000049559-0001-0,S & J DISCOUNT PHARMACY INC,,8415 RESEDA BLVD #6,NORTHRIDGE,91324-4684,8415 RESEDA 91324-4684,,,,453990,"All other miscellaneous store retailers (including tobacco, candle, & trophy shops)",12,02/01/1993,,"(34.2229, -118.536)"
0000049564-0002-9,DICK B CORTES,,8467 KELVIN AVENUE,WINNETKA,91306-1544,8467 KELVIN 91306-1544,,,,561490,"Other business support services (including repossession services, court reporting, & stenotype services)",3,03/10/2013,,"(34.2239, -118.5863)"
0000049575-0001-9,BRUCE MILLER,BRUCE MILLER & ASSOC,15315 MAGNOLIA BLVD #113,SHERMAN OAKS,91403-1100,15315 MAGNOLIA 91403-1100,,,,541219,Other accounting services,2,02/02/2002,,"(34.1648, -118.4665)"
0000049580-0001-0,MARIA MORENO/INOCENCIA FLORES,,12800 FOOTHILL BLVD #56,SYLMAR,91342-5315,12800 FOOTHILL 91342-5315,,,,454390,"Other direct selling establishments (including door-to-door retailing, frozen food plan providers, party plan merchandisers, & coffee-break service providers)",7,,,"(34.2922, -118.4138)"
0000049594-0001-1,"SECURITY PAVING COMPANY, INC.",,13170 TELFAIR AVENUE,SYLMAR,91342-3573,13170 TELFAIR 91342-3573,13170 TELFAIR AVENUE,SYLMAR,91342-3573,234110,Highway and Street Construction (1997 NAICS),7,01/02/1972,,"(34.31, -118.4789)"
0000049658-0001-3,SCOTT WYMAN ESQ,,15915 VENTURA BLVD #304,ENCINO,91436-4438,15915 VENTURA 91436-4438,,,,541100,Legal services,5,06/01/1989,,"(34.1558, -118.4795)"
0000049686-0001-5,WESTBEACH GROUP INC,WEST BEACH SYSTEMS,14704  1/2 VENTURA BLVD,SHERMAN OAKS,91403-3640,14704 VENTURA 91403-3640,14704  1/2 VENTURA BLVD,SHERMAN OAKS,91403-3640,561600,Investigation & security services,5,01/01/1989,,"(34.1517, -118.4539)"
0000049696-0001-9,"DR. DENNIS YENN, DPM",,4400 CARTWRIGHT AVENUE UNIT #304,TOLUCA LAKE,91602-2359,4400 CARTWRIGHT 91602-2359,,,,621391,Offices of podiatrists,4,06/13/2000,,"(34.1503, -118.3631)"
0000049702-0001-6,TRANSITION MUSIC CORP,,3570 WILLOWCREST AVENUE,STUDIO CITY,91604-3918,3570 WILLOWCREST 91604-3918,POST OFFICE BOX #2586,TOLUCA LAKE,91610-0586,532290,Other consumer goods rental,4,03/09/1993,,"(34.1348, -118.3704)"
0000049720-0001-4,MIGUEL A MATOS,THE CURVE CUTTERS,11170 BURBANK BLVD,NORTH HOLLYWOOD,91601-2438,11170 BURBANK 91601-2438,,,,561500,Travel arrangement & reservation services,4,01/01/1976,,"(34.1721, -118.3747)"
0000049721-0001-9,MIGUEL A MATOS,,11178 BURBANK BLVD,NORTH HOLLYWOOD,91601-2438,11178 BURBANK 91601-2438,11170 BURBANK BLVD,NORTH HOLLYWOOD,91601-2438,531100,Lessors of real estate (including mini warehouses & self-storage units),2,01/01/1976,,"(34.1721, -118.3748)"
0000049907-0001-5,INNERPOSTURE LLC,,5808 VARNA AVENUE,VAN NUYS,91401-4049,5808 VARNA 91401-4049,,,,,,2,01/20/1999,,"(34.1762, -118.4251)"
0000049919-0001-8,AWI ACQUISITION COMPANY,ALLIED INTERNATIONAL,13207 BRADLEY AVENUE,SYLMAR,91342-1204,13207 BRADLEY 91342-1204,,,,444130,Hardware stores,7,10/22/1992,,"(34.3105, -118.4663)"
0000049923-0001-4,THE LAURENCE SCHOOL /C,LAURENCE 2000,6428 WOODMAN AVENUE,VAN NUYS,91401-1602,6428 WOODMAN 91401-1602,13639 VICTORY BLVD,VAN NUYS,91401-1735,,,2,01/01/1995,,"(34.1871, -118.4312)"
0000049934-0001-2,SULL ENTERPRISES INC,PRECISION PAINTING,10370 TOPEKA DRIVE,NORTHRIDGE,91326-3335,10370 TOPEKA 91326-3335,,,,233210,Single Family Housing Construction (1997 NAICS),12,01/01/1993,,"(34.2591, -118.5456)"
0000049941-0001-2,BENNETT PRODUCTIONS INC,MELONI HRIBAL TRAINER LLP,21600 OXNARD STREET SUITE #500,WOODLAND HILLS,91367-4947,21600 OXNARD 91367-4947,21600 OXNARD STREET SUITE #500,WOODLAND HILLS,91367-4947,512100,Motion picture & video industries (except video rental),3,02/01/2000,,"(34.1791, -118.6001)"
0000049951-0001-6,ALAN FEINSTEIN ACTING STUDIO,SKYLER PRODUCTIONS,13273 VENTURA BLVD #212,STUDIO CITY,91604-1840,13273 VENTURA 91604-1840,4747 OAK CREST ROAD SPACE #57,FALLBROOK,92028-9083,561300,Employment services,5,07/23/1992,,"(34.1464, -118.4218)"
0000049958-0001-8,ANTOINE NAHAS,,12931 CALVERT STREET,VAN NUYS,91401-3206,12931 CALVERT 91401-3206,240 E 46TH STREET,SAN BERNARDINO,92404-1208,,,2,12/01/2000,,"(34.1812, -118.4156)"
0000049972-0003-4,WESCO DISTRIBUTION INC,,16159 STAGG STREET,VAN NUYS,91406-1714,16159 STAGG 91406-1714,225 W STATION SQUARE DRIVE #700,PITTSBURGH,15219-1169,423600,Electrical & electronic goods,6,03/01/1994,,"(34.2127, -118.4839)"
0000049976-0001-6,ROBERT M D HARTMAN MD,ROBERT M D HARTMAN MD,5400 BALBOA BLVD #329,ENCINO,91316-5246,5400 BALBOA 91316-5246,5400 BALBOA BLVD,ENCINO,91316-5246,621111,Offices of physicians (except mental health specialists),5,01/04/1993,,"(34.1687, -118.501)"
0000050005-0001-3,CHUCKS PARKING SERVICE INC,,12950 VENTURA BLVD,STUDIO CITY,91604-2234,12950 VENTURA 91604-2234,,,,812930,Parking lots & garages,5,,,"(34.1452, -118.4145)"
0000050050-0001-9,SALVADOR MONARREZ,SURPRESS PEST CONTROL,17186 OSBORNE STREET,NORTHRIDGE,91325-2911,17186 OSBORNE 91325-2911,,,,,,12,08/30/1995,,"(34.2333, -118.5088)"
0000050116-0001-0,FOOT LOCKER RETAIL INC,FOOT LOCKER # 7108,6600 TOPANGA CANYON BLVD #79,CANOGA PARK,91303-2609,6600 TOPANGA CANYON 91303-2609,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,3,02/01/1976,,"(34.1898, -118.6058)"
0000050116-0005-2,FOOT LOCKER RETAIL INC,FOOTLOCKER 7286,8401 VAN NUYS BLVD UNIT #39,PANORAMA CITY,91402-3347,8401 VAN NUYS 91402-3347,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,6,10/30/1980,,"(34.2237, -118.4488)"
0000050116-0008-7,FOOT LOCKER RETAIL INC,FOOT LOCKER #6908,9301 TAMPA AVENUE #182,NORTHRIDGE,91324-2587,9301 TAMPA 91324-2587,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,12,07/15/1995,,"(34.2391, -118.5535)"
0000050116-0009-5,FOOT LOCKER RETAIL INC,FOOTLOCKER 7531,14006 RIVERSIDE DRIVE #240,SHERMAN OAKS,91423-6337,14006 RIVERSIDE 91423-6337,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,2,03/01/1983,,"(34.1576, -118.438)"
0000050116-0010-9,FOOT LOCKER RETAIL INC,LADY FOOT LOCKER #6656,9301 TAMPA AVENUE #93,NORTHRIDGE,91324-5710,9301 TAMPA 91324-5710,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,12,07/15/1995,,"(34.2391, -118.5535)"
0000050116-0013-3,FOOT LOCKER RETAIL INC,LADY FOOTLOCKER 6157,14006 RIVERSIDE DRIVE #225A,SHERMAN OAKS,91423-1956,14006 RIVERSIDE 91423-1956,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,2,02/01/1987,,"(34.1576, -118.438)"
0000050116-0018-4,FOOT LOCKER RETAIL INC,FOOTLOCKER #8190,13711 FOOTHILL BLVD,SYLMAR,91342-3136,13711 FOOTHILL 91342-3136,POST OFFICE BOX #2663,HARRISBURG,17105-2663,448210,Shoe stores,7,01/01/1989,,"(34.3087, -118.4319)"
0000050116-0021-4,FOOT LOCKER RETAIL INC,KIDS FOOT LOCKER #6861,9301 TAMPA AVENUE #81,NORTHRIDGE,91324-2517,9301 TAMPA 91324-2517,POST OFFICE BOX #2731,HARRISBURG,17105-2731,448210,Shoe stores,12,07/15/1995,,"(34.2391, -118.5535)"
0000050116-0022-2,FOOT LOCKER RETAIL INC,CHAMPS 14552,9301 TAMPA AVENUE #39,NORTHRIDGE,91324-5637,9301 TAMPA 91324-5637, POST OFFICE BOX #2731,HARRISBURG,17105-2731,451110,Sporting goods stores,12,07/15/1995,,
0000050116-0037-1,FOOT LOCKER RETAIL INC,CHAMPS # 14088,6600 TOPANGA CANYON BLVD #2002,CANOGA PARK,91303-2685,6600 TOPANGA CANYON 91303-2685,POST OFFICE BOX #2731,HARRISBURG,17105-2731,,,3,10/06/2006,,"(34.1898, -118.6058)"
